timestamp,available_cash,open_positions_count,open_positions_value,total_equity,realized_pnl,unrealized_pnl,wins_count,losses_count,win_rate_pct
2026-08-30 11:29:42 UTC,100.00,0,0.00,100.00,0.0000,0.0000,0,0,0.0
2026-08-30 11:30:20 UTC,100.00,0,0.00,100.00,0.0000,0.0000,0,0,0.0
2026-08-30 11:31:05 UTC,100.00,0,0.00,100.00,0.0000,0.0000,0,0,0.0
2026-08-30 11:31:45 UTC,97.99,1,2.00,99.99,0.0000,-0.0138,0,0,0.0
2026-08-30 11:32:31 UTC,97.99,1,3.07,101.06,0.0000,1.0581,0,0,0.0
2026-08-30 11:33:12 UTC,97.99,1,3.10,101.10,0.0000,1.0961,0,0,0.0
2026-08-30 11:33:57 UTC,97.99,1,3.78,101.77,0.0000,1.7711,0,0,0.0
2026-08-30 11:34:50 UTC,98.97,1,2.00,100.97,0.9827,-0.0138,1,0,100.0
2026-08-30 11:34:52 UTC,100.40,0,0.00,100.40,0.4044,0.0000,1,1,50.0
2026-08-30 11:35:43 UTC,98.40,1,2.00,100.39,0.4044,-0.0138,1,1,50.0
2026-08-30 11:36:50 UTC,98.40,1,1.98,100.37,0.4044,-0.0312,1,1,50.0
2026-08-30 11:38:01 UTC,98.04,1,2.00,100.04,0.0513,-0.0138,1,2,33.3
2026-08-30 11:38:02 UTC,99.48,0,0.00,99.48,-0.5188,0.0000,1,3,25.0
2026-08-30 11:39:01 UTC,97.47,1,2.00,99.47,-0.5188,-0.0138,1,3,25.0
2026-08-30 11:39:58 UTC,97.47,1,2.32,99.79,-0.5188,0.3074,1,3,25.0
2026-08-30 11:40:54 UTC,97.47,1,1.93,99.41,-0.5188,-0.0744,1,3,25.0
2026-08-30 11:41:41 UTC,97.47,1,1.98,99.45,-0.5188,-0.0263,1,3,25.0
2026-08-30 11:42:30 UTC,97.10,1,2.00,99.10,-0.8902,-0.0138,1,4,20.0
2026-08-30 11:43:14 UTC,97.10,1,1.58,98.68,-0.8902,-0.4293,1,4,20.0
2026-08-30 11:44:08 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 11:44:54 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 11:45:43 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 11:46:38 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 11:47:28 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 11:48:30 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 11:49:28 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 11:50:40 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 11:51:30 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 11:52:49 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 11:54:02 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 11:54:54 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 11:55:47 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 11:56:40 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 11:57:32 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 11:58:24 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 11:59:16 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:00:10 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:01:06 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:01:58 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:02:52 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:03:55 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:05:01 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:05:57 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:06:48 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:07:44 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:08:38 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:09:39 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:10:40 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:11:37 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:12:42 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:13:49 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:14:54 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:16:01 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:17:11 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:18:15 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:19:22 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:20:29 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:21:45 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:22:51 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:24:00 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:25:06 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:26:12 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:27:19 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:28:25 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:29:35 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:30:42 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:31:57 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:33:09 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:34:19 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:35:53 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:37:14 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:38:24 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:39:42 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:41:03 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:42:33 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:43:54 UTC,98.31,0,0.00,98.31,-1.6905,0.0000,1,5,16.7
2026-08-30 12:45:10 UTC,96.30,1,1.99,98.30,-1.6905,-0.0138,1,5,16.7
2026-08-30 12:46:22 UTC,96.30,1,2.37,98.67,-1.6905,0.3642,1,5,16.7
2026-08-30 12:47:31 UTC,96.30,1,2.25,98.55,-1.6905,0.2413,1,5,16.7
2026-08-30 12:48:47 UTC,96.30,1,2.10,98.40,-1.6905,0.0867,1,5,16.7
2026-08-30 12:50:16 UTC,94.29,2,4.14,98.43,-1.6905,0.1207,1,5,16.7
2026-08-30 12:51:43 UTC,94.29,2,7.09,101.38,-1.6905,3.0699,1,5,16.7
2026-08-30 12:53:38 UTC,94.31,2,6.53,100.83,-1.6905,2.5075,1,5,16.7
2026-08-30 12:55:39 UTC,94.31,2,6.40,100.71,-1.6905,2.3838,1,5,16.7
2026-08-30 12:57:02 UTC,94.31,2,7.75,102.06,-1.6905,3.7327,1,5,16.7
2026-08-30 12:58:16 UTC,94.31,2,9.22,103.53,-1.6905,5.2004,1,5,16.7
2026-08-30 12:59:34 UTC,94.31,2,9.54,103.85,-1.6905,5.5266,1,5,16.7
2026-08-30 13:01:28 UTC,94.31,2,9.55,103.86,-1.6905,5.5318,1,5,16.7
2026-08-30 13:03:02 UTC,94.31,2,9.66,103.97,-1.6905,5.6402,1,5,16.7
2026-08-30 13:04:47 UTC,96.21,1,6.81,103.03,-1.7940,4.8061,1,6,14.3
2026-08-30 13:06:27 UTC,96.21,1,6.10,102.31,-1.7940,4.0886,1,6,14.3
2026-08-30 13:08:00 UTC,96.21,1,7.45,103.66,-1.7940,5.4396,1,6,14.3
2026-08-30 13:09:32 UTC,96.21,1,7.00,103.22,-1.7940,4.9916,1,6,14.3
2026-08-30 13:11:00 UTC,96.21,1,6.30,102.52,-1.7940,4.2916,1,6,14.3
2026-08-30 13:12:36 UTC,96.21,1,6.01,102.22,-1.7940,3.9975,1,6,14.3
2026-08-30 13:14:25 UTC,102.02,0,0.00,102.02,1.9999,0.0000,2,6,25.0
2026-08-30 13:37:40 UTC,102.00,0,0.00,102.00,1.9999,0.0000,2,6,25.0
2026-08-30 13:39:15 UTC,102.00,0,0.00,102.00,1.9999,0.0000,2,6,25.0
2026-08-30 13:41:36 UTC,102.00,0,0.00,102.00,1.9999,0.0000,2,6,25.0
2026-08-30 13:43:59 UTC,99.99,1,1.98,101.97,1.9999,-0.0288,2,6,25.0
2026-08-30 13:46:06 UTC,99.99,1,3.50,103.50,1.9999,1.4955,2,6,25.0
2026-08-30 13:47:52 UTC,99.99,1,4.00,103.99,1.9999,1.9869,2,6,25.0
2026-08-30 13:49:44 UTC,99.99,1,3.86,103.86,1.9999,1.8562,2,6,25.0
2026-08-30 13:51:40 UTC,100.02,0,0.00,100.02,0.0214,0.0000,2,7,22.2
2026-08-30 13:53:24 UTC,100.02,0,0.00,100.02,0.0214,0.0000,2,7,22.2
2026-08-30 13:55:14 UTC,100.02,0,0.00,100.02,0.0214,0.0000,2,7,22.2
2026-08-30 13:57:59 UTC,100.02,0,0.00,100.02,0.0214,0.0000,2,7,22.2
2026-08-30 14:01:10 UTC,100.02,0,0.00,100.02,0.0214,0.0000,2,7,22.2
2026-08-30 14:03:09 UTC,100.02,0,0.00,100.02,0.0214,0.0000,2,7,22.2
2026-08-30 14:05:11 UTC,100.02,0,0.00,100.02,0.0214,0.0000,2,7,22.2
2026-08-30 14:07:13 UTC,100.02,0,0.00,100.02,0.0214,0.0000,2,7,22.2
2026-08-30 14:09:37 UTC,100.02,0,0.00,100.02,0.0214,0.0000,2,7,22.2
2026-08-30 14:12:27 UTC,100.02,0,0.00,100.02,0.0214,0.0000,2,7,22.2
2026-08-30 14:14:44 UTC,100.02,0,0.00,100.02,0.0214,0.0000,2,7,22.2
2026-08-30 14:16:57 UTC,100.02,0,0.00,100.02,0.0214,0.0000,2,7,22.2
2026-08-30 14:19:24 UTC,100.02,0,0.00,100.02,0.0214,0.0000,2,7,22.2
2026-08-30 14:22:37 UTC,100.02,0,0.00,100.02,0.0214,0.0000,2,7,22.2
2026-08-30 14:25:03 UTC,100.02,0,0.00,100.02,0.0214,0.0000,2,7,22.2
2026-08-30 14:27:25 UTC,98.01,1,1.98,99.99,0.0214,-0.0288,2,7,22.2
2026-08-30 14:29:43 UTC,97.96,1,1.98,99.94,-0.0293,-0.0288,2,8,20.0
2026-08-30 14:32:16 UTC,97.96,1,2.55,100.51,-0.0293,0.5425,2,8,20.0
2026-08-30 14:34:31 UTC,97.96,1,3.80,101.76,-0.0293,1.7893,2,8,20.0
2026-08-30 14:36:52 UTC,97.96,1,4.37,102.33,-0.0293,2.3639,2,8,20.0
2026-08-30 14:39:35 UTC,98.99,1,1.98,100.97,1.0026,-0.0288,3,8,27.3
2026-08-30 14:39:36 UTC,99.95,0,0.00,99.95,-0.0454,0.0000,3,9,25.0
2026-08-30 14:42:26 UTC,97.95,1,1.98,99.93,-0.0454,-0.0288,3,9,25.0
2026-08-30 14:45:02 UTC,97.95,1,2.18,100.13,-0.0454,0.1721,3,9,25.0
2026-08-30 14:47:18 UTC,99.61,0,0.00,99.61,-0.3905,0.0000,3,10,23.1
2026-08-30 14:49:37 UTC,99.61,0,0.00,99.61,-0.3905,0.0000,3,10,23.1
2026-08-30 14:51:54 UTC,99.61,0,0.00,99.61,-0.3905,0.0000,3,10,23.1
2026-08-30 14:54:17 UTC,99.61,0,0.00,99.61,-0.3905,0.0000,3,10,23.1
2026-08-30 14:56:50 UTC,99.61,0,0.00,99.61,-0.3905,0.0000,3,10,23.1
2026-08-30 14:59:33 UTC,99.61,0,0.00,99.61,-0.3905,0.0000,3,10,23.1
2026-08-30 15:02:21 UTC,99.61,0,0.00,99.61,-0.3905,0.0000,3,10,23.1
2026-08-30 15:04:55 UTC,99.61,0,0.00,99.61,-0.3905,0.0000,3,10,23.1
2026-08-30 15:07:45 UTC,99.61,0,0.00,99.61,-0.3905,0.0000,3,10,23.1
2026-08-30 15:10:27 UTC,99.61,0,0.00,99.61,-0.3905,0.0000,3,10,23.1
2026-08-30 15:13:22 UTC,99.61,0,0.00,99.61,-0.3905,0.0000,3,10,23.1
2026-08-30 15:16:22 UTC,99.61,0,0.00,99.61,-0.3905,0.0000,3,10,23.1
2026-08-30 15:19:35 UTC,99.61,0,0.00,99.61,-0.3905,0.0000,3,10,23.1
2026-08-30 15:23:01 UTC,99.61,0,0.00,99.61,-0.3905,0.0000,3,10,23.1
2026-08-30 15:25:51 UTC,99.61,0,0.00,99.61,-0.3905,0.0000,3,10,23.1
2026-08-30 15:29:11 UTC,99.61,0,0.00,99.61,-0.3905,0.0000,3,10,23.1
2026-08-30 15:32:24 UTC,99.61,0,0.00,99.61,-0.3905,0.0000,3,10,23.1
2026-08-30 15:35:23 UTC,99.61,0,0.00,99.61,-0.3905,0.0000,3,10,23.1
2026-08-30 15:38:33 UTC,97.60,1,1.98,99.58,-0.3905,-0.0288,3,10,23.1
2026-08-30 15:42:07 UTC,98.08,1,1.98,100.06,0.0902,-0.0288,4,10,28.6
2026-08-30 15:42:08 UTC,99.19,0,0.00,99.19,-0.8130,0.0000,4,11,26.7
2026-08-30 15:46:03 UTC,99.19,0,0.00,99.19,-0.8130,0.0000,4,11,26.7
2026-08-30 15:49:16 UTC,99.19,0,0.00,99.19,-0.8130,0.0000,4,11,26.7
2026-08-30 15:52:30 UTC,97.18,1,1.99,99.17,-0.8130,-0.0138,4,11,26.7
2026-08-30 15:55:52 UTC,97.18,1,1.81,98.99,-0.8130,-0.2003,4,11,26.7
2026-08-30 16:00:21 UTC,97.18,1,3.43,100.61,-0.8130,1.4259,4,11,26.7
2026-08-30 16:03:31 UTC,95.17,2,5.35,100.52,-0.8130,1.3368,4,11,26.7
2026-08-30 16:07:05 UTC,99.55,0,0.00,99.55,-0.4533,0.0000,5,12,29.4
2026-08-30 16:10:37 UTC,99.55,0,0.00,99.55,-0.4533,0.0000,5,12,29.4
2026-08-30 16:15:57 UTC,99.55,0,0.00,99.55,-0.4533,0.0000,5,12,29.4
2026-08-30 16:24:14 UTC,99.55,0,0.00,99.55,-0.4533,0.0000,5,12,29.4
2026-08-31 05:21:53 UTC,99.55,0,0.00,99.55,-0.4533,0.0000,5,12,29.4
2026-08-31 05:27:28 UTC,99.55,0,0.00,99.55,-0.4533,0.0000,5,12,29.4
2026-08-31 05:32:16 UTC,99.55,0,0.00,99.55,-0.4533,0.0000,5,12,29.4
2026-08-31 05:37:12 UTC,99.55,0,0.00,99.55,-0.4533,0.0000,5,12,29.4
2026-08-31 05:42:57 UTC,99.55,0,0.00,99.55,-0.4533,0.0000,5,12,29.4
2026-08-31 05:51:07 UTC,99.55,0,0.00,99.55,-0.4533,0.0000,5,12,29.4
2026-08-31 05:57:36 UTC,99.55,0,0.00,99.55,-0.4533,0.0000,5,12,29.4
2026-08-31 13:42:43 UTC,99.55,0,0.00,99.55,-0.4533,0.0000,5,12,29.4
2026-08-31 13:50:38 UTC,99.55,0,0.00,99.55,-0.4533,0.0000,5,12,29.4
2026-08-31 14:03:05 UTC,99.55,0,0.00,99.55,-0.4533,0.0000,5,12,29.4
2026-08-31 14:08:57 UTC,99.55,0,0.00,99.55,-0.4533,0.0000,5,12,29.4
2026-08-31 14:13:54 UTC,99.55,0,0.00,99.55,-0.4533,0.0000,5,12,29.4
2026-08-31 15:21:20 UTC,99.55,0,0.00,99.55,-0.4533,0.0000,5,12,29.4
2026-09-01 13:55:00 UTC,99.55,0,0.00,99.55,-0.4533,0.0000,5,12,29.4
2026-09-01 14:20:56 UTC,99.55,0,0.00,99.55,-0.4533,0.0000,5,12,29.4
