trade_id,token_address,symbol,action,timestamp,price_usd,amount_tokens,cost_usd,proceeds_usd,fees_usd,net_pnl_usd,roi_pct,exit_reason,decision_score
4b707e66,6vbszXA5HfXJ1Bv2gjgXjwstUMs3mLw8tKtdBF7Cpump,NOBODY,2026-08-30T11:34:49.823504+00:00,0.00019717309443026532,2.0,10118.013341346512,2026-08-30T11:34:50.940667+00:00,0.0001426,TRAILING_STOP,-0.5571712975239875,-0.5783783692801774,-28.79223264039115,0.0008,0.008,0.005,1.0,0.010806572881823911
efa282a7,6vbszXA5HfXJ1Bv2gjgXjwstUMs3mLw8tKtdBF7Cpump,NOBODY,2026-08-30T11:37:59.795060+00:00,0.00017747696520577116,2.0,11240.895389928197,2026-08-30T11:38:01.233779+00:00,0.0001291,TRAILING_STOP,-0.54880040516027,-0.5700284041473691,-28.37656332872208,0.0008,0.008,0.005,1.0,0.01136323606782034
a648137f,5FEcpNRUdmJ2if3baLXk1qzasCiXvPcHwu24Ar3gcQsL,QSB,2026-08-30T14:39:35.215216+00:00,0.00016707296506798445,2.0,11851.109478989069,2026-08-30T14:39:35.843415+00:00,8.202e-05,TRAILING_STOP,-1.0279720005333166,-1.0480020705319832,-52.17055309299001,0.0008,0.008,0.02,1.0,0.011466183787446764
a6269dc3,8PNqCk1ozAs58ghT9fyNKwjgrmSYvb2FysLiMY4ugrok,GROKOPOLD,2026-08-30T15:42:06.802219+00:00,0.00013273159843623026,2.0,14917.322049363202,2026-08-30T15:42:07.839961+00:00,7.489e-05,TRAILING_STOP,-0.8828417517231899,-0.9032346473438819,-44.96389124571296,0.0008,0.008,0.02,1.0,0.013393026050440146
